gross

162
703
721
728
828
1111
1332
1521
1711
2245
2436
2468
2580
2843
2874
2964
3330
3478
3607
3830
4063
4091
4556
4584
4756
4914
4958
5005
5199
5494
5561
5725
5824
5858
6013
6387
6643
7680
7826
7927
8060
8231
8691
9213
9609
9910
9950
10018
10230
10443
10508
10696
11278
11798
11835
12055
12438
12561
12667
12836
12843
12996
13134
13220
13493
13751
14616
14873
15059
15278
15447
15542
15593
16066
16892
17149
17311
17580
18195
18378
18434
18435
18469
19348
19539
19959
20186
20200
20218
20262
20380
21199
21210
22000
22434
22451
22723
22770
23000
23091
23106
23616
23807
23838
23947
24705
24784
25918
26297
26345
26435
26871
26893
27012
27024
27445
28870
29233
30084
31662
31937
32631
32645
33598
34151
35688
36497
36830
37440
37606
38108
39659
39852
40542
40557
41229
41709
42880
45250
45661
46451
46495
47111
47329
48430
48856
49000
49413
49494
49526
50000
52166
52850
52961
53481
54606
54734
55202
56007
56129
56692
58163
58214
58936
59379
59774
62480
63260
64148
64286
64359
65087
65804
66637
69582
70071
70527
71442
71904
72413
73548
73678
74205
75078
75727
76382
77231
77501
78030
79043
81525
82739
84689
84961
85222
85433
90820
92191
92362
92401
92900
94596
95016
95236
96734
96793
98017
99147
99462
99851
100240
100358
100412
100503
100659
100669
100675
101055
101228
102055
104077
104257
104792
105943
106869
108229
108662
110000
110029
110197
110536
110720
111300
112521
112935
113155
115504
115862
117190
117560
118666
119841
119922
120620
121972
122288
123777
124494
124720
125169
126247
126387
127144
127437
128486
128937
128978
129115
129319
131175
131617
133778
134904
136007
136432
137945
140016
140244
140987
141853
143000
143653
144431
144583
145109
145118
145540
146072
146083
146402
151389
152857
154077
155972
155984
163245
163591
169379
169719
171320
171988
173066
173783
174682
175370
177840
178739
180483
181655
181798
183088
183125
183490
183662
185577
186354
188870
190562
190666
191309
192467
194568
195888
196067
197148
198407
199228
199652
200803
203134
206400
206678
211667
212285
214202
214966
215185
220234
220914
221210
223615
223878
225377
226792
227241
228524
228830
229094
229311
231186
231417
233103
236266
237301
238774
240425
241816
243347
243768
244465
246574
247740
252652
252726
255352
258113
261481
263365
265107
267194
269061
273420
274299
274385
274661
277233
278821
279282
287761
295468
296665
298110
301305
302204
303439
304124
304137
305070
306715
313436
316842
317040
317125
318622
321952
322157
325491
326308
327919
333658
333976
334041
334658
336456
336467
342936
347578
349618
352684
352786
353743
354704
365734
371081
371897
373060
373967
375474
375723
377420
379122
379643
381186
381225
382946
389804
395592
396035
398420
399611
399793
399879
402820
403649
403932
405614
406035
410241
410388
418268
418953
424760
425899
428535
434417
438653
439162
439958
442638
444044
444354
447093
447750
449558
453079
454255
463730
464126
464655
466702
469947
475000
476270
480314
484221
488872
489220
499263
502028
505295
508867
510092
511920
513836
515005
518134
528972
529766
531009
531806
532190
532988
533344
535249
536767
537580
540085
542860
548712
548934
549632
560512
562059
563699
565592
568695
578382
578527
582024
592014
594904
598645
603943
609042
610968
610991
611709
613556
617172
617228
617840
621240
623374
626809
630779
634277
638476
638951
652526
653621
665426
668171
669276
671240
673780
676698
686383
687081
695229
700000
703002
706622
712294
713413
717753
727883
750100
753501
756452
763044
766487
768045
770629
777423
778565
792966
793352
795126
798341
800000
819852
819939
821997
830210
836641
841206
856942
860002
864959
866778
869325
871527
871577
872643
876671
882290
882710
883887
886410
900926
902835
906666
925402
927107
952620
958319
977600
978908
982214
985341
992238
1000000
1001437
1007535
1007962
1011054
1024175
1027119
1027749
1028337
1028658
1029017
1039869
1040879
1043487
1046166
1050445
1050600
1055654
1056102
1060591
1064277
1066555
1068392
1071240
1075288
1082044
1089365
1089445
1094798
1094998
1098224
1100000
1110186
1110286
1111615
1114943
1127331
1134049
1141829
1150403
1163508
1165104
1172769
1181197
1183354
1185783
1186323
1186957
1190018
1196752
1197786
1200000
1206135
1207007
1221261
1227324
1227508
1229197
1243961
1247453
1250798
1260917
1276984
1277257
1281176
1282084
1292119
1292527
1293295
1294640
1304837
1309849
1310270
1316074
1325073
1330827
1339152
1340891
1346503
1357042
1391770
1400000
1420578
1425993
1429260
1430185
1445366
1474508
1477002
1487477
1500000
1506998
1508689
1512815
1523883
1530535
1550000
1554566
1569918
1573712
1602466
1631839
1641788
1646664
1647780
1652472
1654367
1666262
1677838
1686429
1687311
1689999
1697956
1702277
1705139
1712111
1729969
1738692
1744858
1752214
1754319
1768416
1779284
1789892
1796024
1818681
1821983
1829142
1865774
1877179
1889522
1891821
1900725
1939441
1943649
1950218
1953732
1954202
1977544
1980338
1984378
1984743
1987287
1987762
1997807
2000000
2024854
2025238
2035566
2040920
2047570
2060953
2062066
2073984
2077046
2086345
2104000
2119994
2122561
2126511
2148212
2154540
2175312
2181290
2185266
2197331
2199853
2201412
2203641
2207975
2208939
2209479
2221809
2221994
2222647
2223990
2246000
2268296
2275557
2276368
2277396
2283276
2298191
2300000
2301777
2315683
2319187
2326407
2331318
2338695
2344847
2353728
2360184
2365931
2408553
2412045
2426851
2428241
2428883
2445646
2474000
2483955
2506446
2507106
2508841
2542264
2557668
2592808
2600000
2601847
2605039
2643689
2656324
2694071
2694973
2706659
2708188
2711210
2712293
2775593
2800000
2807854
2808000
2812029
2832826
2833383
2835886
2840417
2848578
2849142
2850263
2856622
2859955
2869369
2882062
2892582
2899970
2912363
2921738
2926565
2938208
2954405
2955039
2956000
2957978
2961991
2963012
2975649
2981638
3000000
3014541
3029081
3029870
3034181
3041803
3047539
3049135
3050934
3058380
3060858
3064356
3071947
3073392
3074838
3076425
3081925
3093491
3094687
3100650
3101301
3105269
3108216
3117666
3122616
3123749
3130592
3148482
3151130
3169424
3193102
3203044
3205244
3216970
3219029
3222857
3247816
3254172
3273588
3275443
3275585
3278611
3287435
3293258
3300230
3325638
3333823
3335839
3347439
3386698
3388210
3419967
3420871
3432342
3442820
3447339
3468572
3500000
3517797
3519627
3525161
3559990
3562749
3571735
3588432
3590010
3609278
3629758
3645438
3650677
3675072
3707794
3713002
3749061
3752725
3753806
3766595
3773863
3798532
3799339
3826455
3827466
3885134
3895664
3902679
3904982
3950029
3950294
3958500
4000000
4000304
4001121
4002955
4006906
4007792
4018695
4033268
4040588
4046737
4063238
4063859
4064333
4068087
4074023
4105123
4109095
4131640
4142507
4157491
4170647
4186931
4190530
4193025
4231500
4234040
4235837
4239767
4244155
4250320
4273372
4280577
4291965
4301331
4306697
4308981
4311834
4328294
4350774
4356743
4357000
4360548
4394936
4398392
4411102
4414535
4417124
4426297
4435083
4440055
4443403
4463292
4476235
4485485
4496583
4505922
4535117
4542775
4554569
4563029
4581222
4584886
4595000
4599680
4600000
4613815
4651977
4681503
4692814
4693919
4700361
4710455
4717455
4720371
4734235
4741987
4771000
4777007
4806750
4814244
4829497
4835968
4839383
4857376
4859475
4881867
4884663
4903000
4919896
4922166
4930798
4946250
4956401
4992159
5000000
5002310
5004648
5005883
5009677
5018450
5023275
5032496
5100000
5100937
5108820
5128124
5132222
5132655
5204007
5205343
5217498
5228617
5283379
5300000
5306447
5308553
5308707
5333658
5348317
5354039
5355376
5355847
5359774
5383834
5400000
5409517
5430822
5459824
5480318
5480996
5484375
5501940
5516708
5518918
5532301
5542025
5595428
5600000
5654777
5660084
5664251
5669081
5694308
5694401
5701643
5702083
5709616
5731103
5739376
5749134
5755286
5773519
5776314
5792822
5844929
5851188
5871603
5881504
5887457
5895238
5899797
5900000
5923044
5932060
5949693
5974653
5990075
5997134
5998971
6000000
6002756
6003587
6026908
6044618
6047856
6061759
6088249
6100000
6105175
6109075
6114237
6126237
6144806
6157157
6165429
6167817
6173485
6197866
6200756
6201757
6239558
6241697
6262942
6291602
6301131
6350058
6373693
6390032
6401336
6409206
6420319
6448817
6462576
6471394
6482195
6491350
6498000
6517198
6525762
6531491
6543194
6563357
6565495
6592103
6594136
6601079
6610326
6615578
6619173
6670712
6706368
6712241
6712451
6719300
6734844
6739141
6754898
6755271
6768055
6777589
6830957
6842058
6851636
6851969
6852144
6855137
6857096
6857503
6879730
6923891
6940281
6982680
6998324
7000000
7001720
7002255
7009668
7017178
7022940
7059537
7060876
7070459
7097125
7098492
7137502
7156725
7156933
7159147
7186670
7204138
7219578
7221458
7262288
7267324
7268659
7282851
7292175
7362100
7369373
7382993
7417210
7434726
7443007
7455447
7458269
7486906
7496522
7501404
7518876
7556708
7557877
7563397
7563670
7564000
7574066
7605668
7659747
7689458
7691700
7705974
7707563
7739049
7757130
7764027
7774730
7825820
7830611
7837632
7871693
7881335
7888703
7916887
7918283
7948159
7993039
7994115
8000000
8025872
8026971
8044906
8047690
8054280
8070311
8080116
8093318
8104069
8108247
8111360
8114507
8119205
8129455
8134217
8243880
8279017
8324748
8326035
8355815
8373585
8378141
8396942
8406264
8427204
8434601
8460990
8460995
8500000
8508843
8535575
8579684
8586376
8596914
8600000
8662318
8712564
8735529
8742261
8786715
8828771
8855646
8880705
8888143
8888355
9000000
9003011
9013113
9016377
9030581
9054736
9059588
9094451
9109322
9123834
9166863
9170214
9172810
9176553
9180275
9190525
9203192
9286314
9353573
9396487
9402410
9430988
9437933
9449219
9473382
9483821
9525276
9528092
9589875
9600000
9628751
9639242
9652000
9658370
9664316
9694105
9701559
9714482
9795017
9801782
9821335
9929000
9975684
10014234
10017041
10037390
10042266
10049886
10070000
10076136
10097096
10105505
10106233
10114315
10134754
10137232
10137502
10139254
10149779
10161099
10166502
10174663
10198766
10200000
10214013
10214647
10246600
10268846
10269307
10281585
10297897
10300000
10305534
10324441
10326062
10353690
10397365
10400000
10411980
10429707
10431220
10443316
10460089
10494147
10494494
10499968
10515579
10539414
10544143
10555348
10556196
10561238
10562387
10569071
10572742
10640645
10654581
10660147
10696210
10706786
10719367
10725228
10762178
10763469
10769960
10814185
10824921
10880926
10907291
10911750
10941801
10955425
10956379
10965209
10991381
10996440
11000000
11008432
11030963
11034436
11041228
11043445
11100000
11144518
11146409
11169531
11204499
11227940
11284657
11326836
11405825
11433134
11434867
11466088
11501093
11508423
11529368
11533945
11538204
11540112
11546543
11560259
11576087
11614236
